"X","gender","d_age","samerace","pref_o_attractive","pref_o_sincere","pref_o_intelligence","attractive_o","sinsere_o","intelligence_o","attractive_important","sincere_important","intellicence_important","attractive","sincere","intelligence","attractive_partner","intelligence_partner","sincere_partner","interests_correlate","like","guess_prob_liked","decision","decision_o","match"
2369,"M",2,1,2,3,3,6,7,9,2,2,2,10,10,10,7,9,9,0.46,7,5,1,0,0
2370,"M",1,1,2,2,2,5,7,6,2,2,2,10,10,10,9,8,9,0.33,8,7,1,0,0
2371,"M",2,0,2,3,3,6,7,8,2,2,2,10,10,10,7,8,7,0.46,7,6,1,0,0
2372,"M",1,0,1,2,2,6,6,7,2,2,2,10,10,10,6,8,8,0.78,6,7,1,1,1
2373,"M",2,1,2,2,2,8,9,9,2,2,2,10,10,10,9,8,7,0.53,8,9,1,1,1
2374,"M",2,1,2,2,2,4,7,7,2,2,2,10,10,10,10,8,8,0.52,8,4,1,0,0
2375,"M",1,0,2,2,2,5,8,10,2,2,2,10,10,10,6,9,8,0.19,6,5,1,0,0
2376,"M",1,0,2,2,2,5,7,7,2,2,2,10,10,10,9,9,8,0.51,9,6,1,0,0
2377,"M",3,1,2,2,3,8,7,8,2,2,3,5,6,9,8,6,7,0.04,6,6,1,1,1
2378,"M",6,1,1,3,3,8,8,9,2,2,3,5,6,9,6,9,8,-0.01,1,5,0,1,0
2379,"M",4,1,2,2,2,5,8,7,2,2,3,5,6,9,4,8,7,0.52,4,5,0,0,0
2380,"M",3,1,2,2,3,9,9,9,2,2,3,5,6,9,2,9,7,-0.25,3,7,0,1,0
2381,"M",9,1,2,2,2,8,8,8,2,2,3,5,6,9,1,5,4,-0.29,1,5,0,0,0
2382,"M",1,0,2,2,3,8,10,10,2,2,3,5,6,9,8,7,4,0.01,8,5,1,1,1
2383,"M",0,0,2,2,2,7,8,8,2,2,3,5,6,9,7,6,4,-0.36,6,3,1,0,0
2384,"M",1,1,1,2,2,7,7,7,2,2,3,5,6,9,6,7,4,-0.09,6,6,1,1,1
2385,"M",4,1,2,3,3,6,7,8,2,2,3,5,6,9,4,8,6,0.27,3,9,0,0,0
2386,"M",1,1,2,2,2,7,8,7,2,2,3,5,6,9,8,8,7,0,6,4,1,0,0
2387,"M",0,0,2,3,3,6,8,7,2,2,3,5,6,9,7,8,8,0.02,6,7,1,0,0
2388,"M",1,0,1,2,2,6,5,6,2,2,3,5,6,9,4,8,6,0.29,4,5,0,1,0
2389,"M",0,1,2,2,2,9,10,10,2,2,3,5,6,9,7,8,8,0.28,6,5,1,1,1
2390,"M",0,1,2,2,2,5,8,8,2,2,3,5,6,9,5,6,6,-0.03,5,5,0,0,0
2391,"M",3,0,2,2,2,5,9,10,2,2,3,5,6,9,6,7,8,-0.08,7,6,1,1,1
2392,"M",1,0,2,2,2,7,7,7,2,2,3,5,6,9,8,7,5,0.36,8,4,1,0,0
2393,"M",2,1,2,2,3,6,4,8,2,2,3,7,9,9,8,7,7,-0.21,7,5,1,1,1
2394,"M",11,1,1,3,3,7,5,8,2,2,3,7,9,9,4,5,6,-0.03,3,3,0,0,0
2395,"M",1,1,2,2,2,6,7,8,2,2,3,7,9,9,5,6,7,0.72,4,4,0,0,0
2396,"M",2,1,2,2,3,8,10,10,2,2,3,7,9,9,4,6,6,-0.5,4,4,0,1,0
2397,"M",14,1,2,2,2,6,8,8,2,2,3,7,9,9,5,5,6,-0.21,4,3,0,0,0
2398,"M",4,0,2,2,3,6,8,8,2,2,3,7,9,9,5,5,7,0.03,4,4,0,0,0
2399,"M",5,0,2,2,2,7,9,9,2,2,3,7,9,9,5,5,8,-0.34,5,4,0,0,0
2400,"M",6,1,1,2,2,5,8,8,2,2,3,7,9,9,8,8,8,0.15,8,6,1,1,1
2401,"M",9,1,2,3,3,6,8,8,2,2,3,7,9,9,7,7,7,0.39,6,4,1,0,0
2402,"M",6,1,2,2,2,8,7,8,2,2,3,7,9,9,9,7,8,0.09,8,6,1,1,1
2403,"M",5,0,2,3,3,5,8,8,2,2,3,7,9,9,5,5,5,-0.15,5,3,0,0,0
2404,"M",6,0,1,2,2,5,5,6,2,2,3,7,9,9,5,5,5,0.12,5,3,0,0,0
2405,"M",5,1,2,2,2,9,9,10,2,2,3,7,9,9,6,6,7,0.54,7,4,1,1,1
2406,"M",5,1,2,2,2,3,8,8,2,2,3,7,9,9,6,7,7,-0.13,6,5,1,0,0
2407,"M",8,0,2,2,2,6,9,10,2,2,3,7,9,9,7,7,7,-0.15,6,5,1,1,1
2408,"M",6,0,2,2,2,5,6,5,2,2,3,7,9,9,7,8,8,0.49,7,6,1,0,0
2409,"F",5,0,2,2,2,8,10,10,1,3,2,9,10,8,5,6,6,0.34,6,6,1,1,1
2410,"F",4,1,2,2,2,6,6,7,1,3,2,9,10,8,5,5,5,0.48,5,5,0,0,0
2411,"F",5,1,2,2,3,4,6,6,1,3,2,9,10,8,5,6,5,0.35,6,6,1,0,0
2412,"F",3,0,2,2,2,6,8,7,1,3,2,9,10,8,5,5,5,0.71,7,8,1,1,1
2413,"F",8,0,2,2,3,4,5,5,1,3,2,9,10,8,5,5,5,0.51,7,7,1,0,0
2414,"F",2,0,2,2,2,5,8,7,1,3,2,9,10,8,5,5,5,0.22,7,7,1,0,0
2415,"F",4,0,2,3,3,5,8,8,1,3,2,9,10,8,5,6,5,0.21,6,8,1,0,0
2416,"F",1,0,3,3,3,5,8,7,1,3,2,9,10,8,5,5,6,0.32,6,8,1,0,0
2417,"F",5,0,2,2,2,3,8,8,1,3,2,9,10,8,6,6,5,-0.03,7,8,1,0,0
2418,"F",4,1,3,2,3,3,9,7,1,3,2,9,10,8,6,6,5,0.37,7,8,1,0,0
2419,"F",11,0,2,2,2,7,10,10,2,3,2,7,10,8,7,7,7,0.41,6,6,1,0,0
2420,"F",2,0,2,2,2,3,8,8,2,3,2,7,10,8,2,7,7,0.56,2,7,0,0,0
2421,"F",1,0,2,2,3,7,6,6,2,3,2,7,10,8,2,8,8,0.48,4,7,0,1,0
2422,"F",3,0,2,2,2,6,7,10,2,3,2,7,10,8,4,7,6,0.45,4,5,0,0,0
2423,"F",2,0,2,2,3,6,5,6,2,3,2,7,10,8,4,7,7,0.43,5,6,1,1,1
2424,"F",4,1,2,2,2,6,6,5,2,3,2,7,10,8,4,7,7,0.1,7,7,1,0,0
2425,"F",2,0,2,3,3,9,8,8,2,3,2,7,10,8,7,7,8,0.05,7,7,1,1,1
2426,"F",5,0,3,3,3,5,9,8,2,3,2,7,10,8,1,8,7,0.65,8,8,1,0,0
2427,"F",1,0,2,2,2,4,8,7,2,3,2,7,10,8,1,7,5,0.05,7,5,0,0,0
2428,"F",2,0,3,2,3,5,8,8,2,3,2,7,10,8,4,7,6,0.39,4,7,1,1,1
2429,"F",6,0,2,2,2,10,10,10,2,3,2,6,9,7,7,8,7,0.48,6,3,1,1,1
2430,"F",3,1,2,2,2,3,8,8,2,3,2,6,9,7,6,6,5,0.16,6,2,0,0,0
2431,"F",4,1,2,2,3,8,7,7,2,3,2,6,9,7,7,7,8,0.5,7,5,1,1,1
2432,"F",2,0,2,2,2,6,7,7,2,3,2,6,9,7,5,5,5,0.44,2,1,0,0,0
2433,"F",7,0,2,2,3,6,5,7,2,3,2,6,9,7,7,6,5,0.43,4,2,0,0,0
2434,"F",1,0,2,2,2,8,8,5,2,3,2,6,9,7,6,7,7,-0.05,5,1,0,0,0
2435,"F",3,0,2,3,3,9,7,8,2,3,2,6,9,7,8,6,7,-0.34,7,2,0,1,0
2436,"F",0,0,3,3,3,7,8,7,2,3,2,6,9,7,8,7,6,0.32,5,5,1,1,1
2437,"F",4,0,2,2,2,7,8,9,2,3,2,6,9,7,8,9,7,-0.47,7,4,1,0,0
2438,"F",3,1,3,2,3,6,9,9,2,3,2,6,9,7,7,8,8,0.4,7,5,1,0,0
2439,"F",12,1,2,2,2,8,10,10,2,2,2,9,9,8,5,7,7,0.07,6,5,1,0,0
2440,"F",3,0,2,2,2,2,9,9,2,2,2,9,9,8,2,3,3,0.31,2,2,0,0,0
2441,"F",2,0,2,2,3,5,5,7,2,2,2,9,9,8,2,7,6,-0.06,3,5,0,0,0
2442,"F",4,1,2,2,2,4,7,7,2,2,2,9,9,8,4,7,6,0.14,4,5,0,0,0
2443,"F",1,1,2,2,3,3,4,5,2,2,2,9,9,8,1,6,6,-0.13,3,5,0,0,0
2444,"F",5,0,2,2,2,5,6,6,2,2,2,9,9,8,4,6,6,0.05,5,4,0,0,0
2445,"F",3,1,2,3,3,5,7,5,2,2,2,9,9,8,6,7,7,-0.03,7,5,1,0,0
2446,"F",6,1,3,3,3,5,7,7,2,2,2,9,9,8,7,7,7,0.14,7,6,1,0,0
2447,"F",2,1,2,2,2,6,8,6,2,2,2,9,9,8,7,8,7,0.07,7,6,1,0,0
2448,"F",3,0,3,2,3,6,8,8,2,2,2,9,9,8,5,7,7,0.58,6,5,0,0,0
2449,"F",1,0,2,2,2,8,10,10,2,2,2,9,9,7,5,7,7,0.64,7,2,0,1,0
2450,"F",10,1,2,2,2,3,7,7,2,2,2,9,9,7,7,7,7,0.4,5,6,1,0,0
2451,"F",11,1,2,2,3,5,6,6,2,2,2,9,9,7,5,7,7,0.51,6,7,1,1,1
2452,"F",9,0,2,2,2,6,7,7,2,2,2,9,9,7,4,7,7,0.41,4,5,0,0,0
2453,"F",14,0,2,2,3,5,5,6,2,2,2,9,9,7,5,7,6,0.41,5,6,0,1,0
2454,"F",8,0,2,2,2,5,8,8,2,2,2,9,9,7,7,7,7,-0.02,6,6,1,0,0
2455,"F",10,0,2,3,3,3,9,8,2,2,2,9,9,7,7,7,5,0.01,6,5,1,0,0
2456,"F",7,0,3,3,3,5,8,7,2,2,2,9,9,7,8,7,7,0.51,7,7,1,0,0
2457,"F",11,0,2,2,2,4,7,6,2,2,2,9,9,7,6,7,6,-0.11,5,4,0,0,0
2458,"F",10,1,3,2,3,3,9,9,2,2,2,9,9,7,7,8,8,0.27,8,8,1,0,0
2459,"F",4,0,2,2,2,10,10,10,2,3,2,8,10,6,3,6,7,0.38,2,5,0,1,0
2460,"F",5,0,2,2,2,8,8,9,2,3,2,8,10,6,4,6,6,0.41,2,5,0,1,0
2461,"F",6,0,2,2,3,7,7,7,2,3,2,8,10,6,4,7,8,0.36,3,5,0,1,0
2462,"F",4,0,2,2,2,7,7,7,2,3,2,8,10,6,4,7,8,0.41,3,5,0,1,0
2463,"F",9,0,2,2,3,7,6,6,2,3,2,8,10,6,4,7,8,0.46,3,5,0,0,0
2464,"F",3,0,2,2,2,7,8,8,2,3,2,8,10,6,4,7,8,0.13,5,5,0,0,0
2465,"F",5,0,2,3,3,10,8,10,2,3,2,8,10,6,7,7,6,0.22,7,7,1,1,1
2466,"F",2,0,3,3,3,8,8,9,2,3,2,8,10,6,4,6,7,0.45,4,5,0,1,0
2467,"F",6,0,2,2,2,7,7,8,2,3,2,8,10,6,6,6,6,-0.02,4,5,0,1,0
2468,"F",5,0,3,2,3,9,9,9,2,3,2,8,10,6,5,7,7,0.41,5,5,0,1,0
2469,"F",10,0,2,2,2,10,9,8,2,2,2,9,9,10,7,7,8,0.24,8,8,1,1,1
2470,"F",1,1,2,2,2,9,10,8,2,2,2,9,9,10,4,4,4,0.16,3,3,0,1,0
2471,"F",0,1,2,2,3,7,7,7,2,2,2,9,9,10,6,7,7,0.34,7,7,0,1,0
2472,"F",2,0,2,2,2,6,7,7,2,2,2,9,9,10,5,5,5,-0.4,5,5,0,1,0
2473,"F",3,0,2,2,3,8,8,5,2,2,2,9,9,10,7,8,8,-0.07,7,7,0,1,0
2474,"F",3,0,2,2,2,6,8,8,2,2,2,9,9,10,7,7,6,-0.27,6,6,0,0,0
2475,"F",1,0,2,3,3,7,5,7,2,2,2,9,9,10,8,7,7,0.13,7,7,0,1,0
2476,"F",4,0,3,3,3,7,8,7,2,2,2,9,9,10,8,8,7,0.13,7,7,0,1,0
2477,"F",0,0,2,2,2,7,7,8,2,2,2,9,9,10,9,8,8,0.02,8,7,1,1,1
2478,"F",1,1,3,2,3,7,8,8,2,2,2,9,9,10,7,7,7,0.15,6,6,0,1,0
2479,"F",12,0,2,2,2,10,10,10,2,2,2,9,9,9,8,8,9,0.43,7,7,1,0,0
2480,"F",3,0,2,2,2,9,10,8,2,2,2,9,9,9,6,9,8,0.62,6,6,1,1,1
2481,"F",2,0,2,2,3,6,8,8,2,2,2,9,9,9,8,9,8,0.44,7,7,1,1,1
2482,"F",4,0,2,2,2,6,7,7,2,2,2,9,9,9,4,4,4,0.38,4,3,0,0,0
2483,"F",1,0,2,2,3,6,7,5,2,2,2,9,9,9,4,4,4,0.4,4,4,0,1,0
2484,"F",5,0,2,2,2,6,7,7,2,2,2,9,9,9,5,8,10,-0.22,4,4,1,0,0
2485,"F",3,0,2,3,3,6,9,7,2,2,2,9,9,9,5,6,5,-0.18,4,4,1,1,1
2486,"F",6,0,3,3,3,8,8,8,2,2,2,9,9,9,8,8,9,0.16,6,5,1,1,1
2487,"F",2,0,2,2,2,7,7,6,2,2,2,9,9,9,6,4,4,-0.3,6,5,0,0,0
2488,"F",3,0,3,2,3,8,10,8,2,2,2,9,9,9,8,9,8,0.54,8,7,1,1,1
2489,"F",12,0,2,2,2,8,10,10,2,2,2,8,8,8,7,8,8,-0.34,8,6,1,0,0
2490,"F",3,0,2,2,2,6,8,9,2,2,2,8,8,8,7,8,7,0.42,6,6,0,1,0
2491,"F",2,0,2,2,3,5,7,6,2,2,2,8,8,8,6,10,8,0.56,8,6,0,0,0
2492,"F",4,0,2,2,2,6,7,7,2,2,2,8,8,8,6,9,8,0.07,9,8,0,0,0
2493,"F",1,0,2,2,3,5,7,7,2,2,2,8,8,8,1,8,7,0.1,10,6,0,0,0
2494,"F",5,0,2,2,2,5,7,6,2,2,2,8,8,8,6,8,8,-0.22,6,6,0,0,0
2495,"F",3,0,2,3,3,7,5,7,2,2,2,8,8,8,7,9,8,0.01,8,6,0,1,0
2496,"F",6,0,3,3,3,5,7,7,2,2,2,8,8,8,9,9,9,-0.12,9,6,1,0,0
2497,"F",2,0,2,2,2,3,8,7,2,2,2,8,8,8,8,9,9,0.33,9,6,1,0,0
2498,"F",3,0,3,2,3,3,9,7,2,2,2,8,8,8,5,9,8,0.53,8,6,0,0,0
2499,"F",10,1,2,2,2,10,10,10,3,3,2,9,7,9,8,9,9,0.28,7,9,1,1,1
2500,"F",1,0,2,2,2,6,6,6,3,3,2,9,7,9,7,7,6,-0.01,7,5,0,0,0
2501,"F",0,0,2,2,3,7,7,6,3,3,2,9,7,9,8,8,8,0.4,8,5,0,0,0
2502,"F",2,1,2,2,2,4,7,7,3,3,2,9,7,9,6,6,6,-0.13,6,5,0,0,0
2503,"F",3,1,2,2,3,4,5,5,3,3,2,9,7,9,6,7,7,0.31,5,5,0,0,0
2504,"F",3,0,2,2,2,6,8,7,3,3,2,9,7,9,6,8,8,0.05,5,6,0,0,0
2505,"F",1,1,2,3,3,8,3,8,3,3,2,9,7,9,7,7,7,0.24,9,5,0,1,0
2506,"F",4,1,3,3,3,5,7,7,3,3,2,9,7,9,7,7,7,0.43,7,6,1,0,0
2507,"F",0,1,2,2,2,5,7,6,3,3,2,9,7,9,8,8,8,0.32,8,6,1,0,0
2508,"F",1,0,3,2,3,6,8,7,3,3,2,9,7,9,7,7,8,-0.38,8,5,0,0,0
2509,"M",5,0,1,3,2,5,6,6,2,2,2,6,10,7,8,10,10,0.34,7,7,1,1,1
2510,"M",11,0,2,3,2,7,7,7,2,2,2,6,10,7,7,10,10,0.41,5,9,0,1,0
2511,"M",6,0,2,3,2,7,7,8,2,2,2,6,10,7,10,10,10,0.48,9,7,1,1,1
2512,"M",12,1,2,2,2,5,7,7,2,2,2,6,10,7,8,10,10,0.07,9,8,0,1,0
2513,"M",1,0,2,2,2,5,7,7,2,2,2,6,10,7,8,10,10,0.64,8,6,1,0,0
2514,"M",4,0,2,3,2,3,7,6,2,2,2,6,10,7,10,10,10,0.38,8,5,1,0,0
2515,"M",10,0,2,2,2,7,8,7,2,2,2,6,10,7,10,8,9,0.24,6,6,1,1,1
2516,"M",12,0,2,2,2,8,9,8,2,2,2,6,10,7,10,10,10,0.43,9,6,0,1,0
2517,"M",12,0,2,2,2,7,8,8,2,2,2,6,10,7,8,10,10,-0.34,7,5,0,1,0
2518,"M",10,1,3,3,2,8,9,9,2,2,2,6,10,7,10,10,10,0.28,10,7,1,1,1
2519,"M",4,1,1,3,2,5,5,5,2,2,2,10,10,7,6,7,6,0.48,7,9,0,0,0
2520,"M",2,0,2,3,2,2,7,7,2,2,2,10,10,7,3,8,8,0.56,2,6,0,0,0
2521,"M",3,1,2,3,2,6,5,6,2,2,2,10,10,7,3,8,8,0.16,2,8,0,0,0
2522,"M",3,0,2,2,2,2,3,3,2,2,2,10,10,7,2,9,9,0.31,6,10,0,0,0
2523,"M",10,1,2,2,2,7,7,7,2,2,2,10,10,7,3,7,7,0.4,7,9,0,1,0
2524,"M",5,0,2,3,2,4,6,6,2,2,2,10,10,7,8,9,8,0.41,10,10,1,0,0
2525,"M",1,1,2,2,2,4,4,4,2,2,2,10,10,7,9,8,10,0.16,9,10,1,0,0
2526,"M",3,0,2,2,2,6,8,9,2,2,2,10,10,7,9,8,10,0.62,9,10,1,1,1
2527,"M",3,0,2,2,2,7,7,8,2,2,2,10,10,7,6,9,8,0.42,9,9,1,0,0
2528,"M",1,0,3,3,2,7,6,7,2,2,2,10,10,7,6,6,6,-0.01,6,10,0,0,0
2529,"M",5,1,1,3,2,5,5,6,2,2,3,4,8,4,4,6,6,0.35,5,3,0,1,0
2530,"M",1,0,2,3,2,2,8,8,2,2,3,4,8,4,7,6,6,0.48,6,5,1,0,0
2531,"M",4,1,2,3,2,7,8,7,2,2,3,4,8,4,8,7,7,0.5,7,6,1,1,1
2532,"M",2,0,2,2,2,2,6,7,2,2,3,4,8,4,5,7,5,-0.06,4,2,0,0,0
2533,"M",11,1,2,2,2,5,7,7,2,2,3,4,8,4,5,6,6,0.51,3,3,1,1,1
2534,"M",6,0,2,3,2,4,8,7,2,2,3,4,8,4,7,7,7,0.36,6,6,1,0,0
2535,"M",0,1,2,2,2,6,7,7,2,2,3,4,8,4,7,7,7,0.34,6,6,1,0,0
2536,"M",2,0,2,2,2,8,8,9,2,2,3,4,8,4,6,8,8,0.44,5,4,1,1,1
2537,"M",2,0,2,2,2,6,8,10,2,2,3,4,8,4,5,6,7,0.56,4,3,0,0,0
2538,"M",0,0,3,3,2,8,8,8,2,2,3,4,8,4,7,6,7,0.4,4,3,0,0,0
2539,"M",3,0,1,3,2,5,5,5,2,2,2,8,9,7,6,7,8,0.71,5,9,1,1,1
2540,"M",3,0,2,3,2,4,6,7,2,2,2,8,9,7,6,10,7,0.45,3,2,0,0,0
2541,"M",2,0,2,3,2,5,5,5,2,2,2,8,9,7,6,7,7,0.44,6,5,0,0,0
2542,"M",4,1,2,2,2,4,6,7,2,2,2,8,9,7,4,7,7,0.14,5,9,0,0,0
2543,"M",9,0,2,2,2,4,7,7,2,2,2,8,9,7,6,7,7,0.41,6,5,0,0,0
2544,"M",4,0,2,3,2,4,8,7,2,2,2,8,9,7,7,7,7,0.41,7,9,1,0,0
2545,"M",2,0,2,2,2,5,5,5,2,2,2,8,9,7,6,7,7,-0.4,7,9,1,0,0
2546,"M",4,0,2,2,2,4,4,4,2,2,2,8,9,7,6,7,7,0.38,6,5,0,0,0
2547,"M",4,0,2,2,2,6,8,9,2,2,2,8,9,7,6,7,7,0.07,5,6,0,0,0
2548,"M",2,1,3,3,2,6,6,6,2,2,2,8,9,7,4,7,7,-0.13,1,2,0,0,0
2549,"M",8,0,1,3,2,5,5,5,2,2,3,7,5,7,4,5,5,0.51,2,1,0,1,0
2550,"M",2,0,2,3,2,4,7,7,2,2,3,7,5,7,6,6,5,0.43,4,2,1,1,1
2551,"M",7,0,2,3,2,7,5,6,2,2,3,7,5,7,6,7,5,0.43,4,2,0,0,0
2552,"M",1,1,2,2,2,1,6,6,2,2,3,7,5,7,3,5,4,-0.13,2,1,0,0,0
2553,"M",14,0,2,2,2,5,6,7,2,2,3,7,5,7,5,6,5,0.41,3,1,1,0,0
2554,"M",9,0,2,3,2,4,8,7,2,2,3,7,5,7,7,6,6,0.46,3,1,0,0,0
2555,"M",3,0,2,2,2,7,8,8,2,2,3,7,5,7,8,5,8,-0.07,6,2,1,0,0
2556,"M",1,0,2,2,2,4,4,4,2,2,3,7,5,7,6,5,7,0.4,3,2,1,0,0
2557,"M",1,0,2,2,2,1,7,8,2,2,3,7,5,7,5,7,7,0.1,2,1,0,0,0
2558,"M",3,1,3,3,2,6,7,7,2,2,3,7,5,7,4,5,5,0.31,3,1,0,0,0
2559,"M",2,0,1,3,2,5,5,5,2,2,2,8,8,8,5,7,8,0.22,5,7,0,1,0
2560,"M",4,1,2,3,2,4,7,7,2,2,2,8,8,8,6,5,6,0.1,6,2,0,1,0
2561,"M",1,0,2,3,2,6,7,7,2,2,2,8,8,8,8,5,8,-0.05,7,2,0,0,0
2562,"M",5,0,2,2,2,4,6,6,2,2,2,8,8,8,5,6,6,0.05,5,7,0,0,0
2563,"M",8,0,2,2,2,7,7,7,2,2,2,8,8,8,5,8,8,-0.02,6,5,0,1,0
2564,"M",3,0,2,3,2,4,8,7,2,2,2,8,8,8,7,8,8,0.13,8,7,0,0,0
2565,"M",3,0,2,2,2,7,6,7,2,2,2,8,8,8,6,8,8,-0.27,6,7,0,0,0
2566,"M",5,0,2,2,2,5,10,8,2,2,2,8,8,8,6,7,7,-0.22,6,7,0,1,0
2567,"M",5,0,2,2,2,6,8,8,2,2,2,8,8,8,5,6,7,-0.22,6,7,0,0,0
2568,"M",3,0,3,3,2,6,8,8,2,2,2,8,8,8,6,7,8,0.05,7,7,0,0,0
2569,"M",4,0,1,3,2,5,5,6,2,3,3,7,7,7,5,8,8,0.21,4,6,0,1,0
2570,"M",2,0,2,3,2,7,8,7,2,3,3,7,7,7,9,8,8,0.05,7,5,1,1,1
2571,"M",3,0,2,3,2,8,7,6,2,3,3,7,7,7,9,8,7,-0.34,7,5,1,0,0
2572,"M",3,1,2,2,2,6,7,7,2,3,3,7,7,7,5,5,7,-0.03,4,5,0,1,0
2573,"M",10,0,2,2,2,7,5,7,2,3,3,7,7,7,3,8,9,0.01,5,5,0,1,0
2574,"M",5,0,2,3,2,7,6,7,2,3,3,7,7,7,10,10,8,0.22,9,5,1,1,1
2575,"M",1,0,2,2,2,8,7,7,2,3,3,7,7,7,7,7,5,0.13,6,4,1,0,0
2576,"M",3,0,2,2,2,5,5,6,2,3,3,7,7,7,6,7,9,-0.18,7,6,1,1,1
2577,"M",3,0,2,2,2,7,8,9,2,3,3,7,7,7,7,7,5,0.01,6,4,1,0,0
2578,"M",1,1,3,3,2,7,7,7,2,3,3,7,7,7,8,8,3,0.24,6,6,1,0,0
2579,"M",1,0,1,3,2,5,6,5,3,3,3,7,7,6,5,7,8,0.32,5,6,0,1,0
2580,"M",5,0,2,3,2,1,7,8,3,3,3,7,7,6,5,8,9,0.65,5,7,0,1,0
2581,"M",0,0,2,3,2,8,6,7,3,3,3,7,7,6,7,7,8,0.32,6,7,1,1,1
2582,"M",6,1,2,2,2,7,7,7,3,3,3,7,7,6,5,7,7,0.14,5,6,0,1,0
2583,"M",7,0,2,2,2,8,7,7,3,3,3,7,7,6,5,7,8,0.51,6,7,0,1,0
2584,"M",2,0,2,3,2,4,7,6,3,3,3,7,7,6,8,9,8,0.45,7,6,1,0,0
2585,"M",4,0,2,2,2,8,7,8,3,3,3,7,7,6,7,7,8,0.13,6,7,1,0,0
2586,"M",6,0,2,2,2,8,9,8,3,3,3,7,7,6,8,8,8,0.16,7,7,1,1,1
2587,"M",6,0,2,2,2,9,9,9,3,3,3,7,7,6,5,7,7,-0.12,6,5,0,1,0
2588,"M",4,1,3,3,2,7,7,7,3,3,3,7,7,6,5,7,7,0.43,5,6,0,1,0
2589,"M",5,0,1,3,2,6,5,6,2,2,2,7,10,9,3,8,8,-0.03,4,5,0,1,0
2590,"M",1,0,2,3,2,1,5,7,2,2,2,7,10,9,4,7,8,0.05,6,9,0,0,0
2591,"M",4,0,2,3,2,8,7,9,2,2,2,7,10,9,7,9,8,-0.47,5,2,0,1,0
2592,"M",2,1,2,2,2,7,7,8,2,2,2,7,10,9,6,6,8,0.07,6,8,0,1,0
2593,"M",11,0,2,2,2,6,6,7,2,2,2,7,10,9,4,6,7,-0.11,5,4,0,0,0
2594,"M",6,0,2,3,2,6,6,6,2,2,2,7,10,9,7,8,7,-0.02,7,9,1,0,0
2595,"M",0,0,2,2,2,9,8,8,2,2,2,7,10,9,7,8,7,0.02,7,7,1,1,1
2596,"M",2,0,2,2,2,6,4,4,2,2,2,7,10,9,7,6,7,-0.3,3,2,0,0,0
2597,"M",2,0,2,2,2,8,9,9,2,2,2,7,10,9,3,7,8,0.33,5,4,0,1,0
2598,"M",0,1,3,3,2,8,8,8,2,2,2,7,10,9,5,6,7,0.32,6,6,0,1,0
2599,"M",4,1,1,3,2,6,5,6,3,2,3,7,9,5,3,7,9,0.37,7,6,0,1,0
2600,"M",2,0,2,3,2,4,6,7,3,2,3,7,9,5,5,8,8,0.39,8,8,1,1,1
2601,"M",3,1,2,3,2,7,8,8,3,2,3,7,9,5,6,9,9,0.4,5,7,0,1,0
2602,"M",3,0,2,2,2,5,7,7,3,2,3,7,9,5,6,8,8,0.58,8,7,0,0,0
2603,"M",10,1,2,2,2,7,8,8,3,2,3,7,9,5,3,9,9,0.27,8,8,0,1,0
2604,"M",5,0,2,3,2,5,7,7,3,2,3,7,9,5,9,9,9,0.41,9,6,1,0,0
2605,"M",1,1,2,2,2,7,7,7,3,2,3,7,9,5,7,8,8,0.15,8,7,1,0,0
2606,"M",3,0,2,2,2,8,8,9,3,2,3,7,9,5,8,8,10,0.54,8,7,1,1,1
2607,"M",3,0,2,2,2,5,8,9,3,2,3,7,9,5,3,7,9,0.53,8,8,0,0,0
2608,"M",1,0,3,3,2,7,8,7,3,2,3,7,9,5,6,7,8,-0.38,7,6,0,0,0
2609,"F",1,1,2,3,2,7,8,6,2,2,3,9,10,8,7,10,8,-0.22,7,5,1,0,0
2610,"F",2,0,2,2,3,3,4,4,2,2,3,9,10,8,9,9,9,0.74,8,6,1,0,0
2611,"F",3,1,1,2,3,5,5,7,2,2,3,9,10,8,4,8,8,0.34,5,5,0,0,0
2612,"F",2,1,3,2,3,3,9,9,2,2,3,9,10,8,8,10,8,-0.43,6,5,1,0,0
2613,"F",0,1,3,1,3,2,6,4,2,2,3,9,10,8,8,10,9,-0.29,6,4,1,0,0
2614,"F",2,1,2,2,2,3,7,7,2,2,3,9,10,8,8,8,9,-0.03,6,6,1,0,0
2615,"F",1,0,2,2,2,5,8,8,2,2,3,9,10,8,6,10,10,-0.22,7,7,0,0,0
2616,"F",3,0,2,2,2,4,3,6,2,2,3,9,10,8,8,10,10,0.41,8,7,1,1,1
2617,"F",3,1,1,2,3,7,4,4,2,2,3,9,10,8,3,9,10,-0.23,5,5,0,0,0
2618,"F",4,1,2,2,2,7,7,7,2,2,3,9,10,8,6,10,10,0.3,6,6,0,1,0
2619,"F",8,1,2,2,2,5,8,7,2,2,3,9,10,8,7,10,9,0.19,7,7,1,0,0
2620,"F",4,0,2,2,2,6,4,5,2,2,3,9,10,8,7,10,10,-0.18,7,6,0,0,0
2621,"F",1,1,3,2,2,4,5,5,2,2,3,9,10,8,10,8,8,-0.07,7,6,1,0,0
2622,"F",2,1,3,2,2,4,6,6,2,2,3,9,10,8,10,7,8,0.57,7,5,1,0,0
2623,"F",0,0,2,2,3,6,7,6,2,2,3,9,10,8,7,10,10,-0.05,6,4,0,0,0
